date,opposition_code,opposition_full,md_plus_code,md_minus_code,season,total_distance,hsr_distance,high_hsr_distance,sprint_distance,accel_decel_over_2_5,accel_decel_over_3_5,accel_decel_over_4_5,day_duration,top_speed,hr_zone_1_hms,hr_zone_2_hms,hr_zone_3_hms,hr_zone_4_hms,hr_zone_5_hms,combined_hsr_sprint,hr_zone_1_sec,hr_zone_2_sec,hr_zone_3_sec,hr_zone_4_sec,hr_zone_5_sec,high_hr_seconds,md_label,recovery_score,is_recovery_data_collected,recovery_score_filled,recovery_label,ewma_total_distance,ewma_total_distance_28d_avg,ewma_total_distance_delta_pct,ewma_hsr_distance,ewma_hsr_distance_28d_avg,ewma_hsr_distance_delta_pct,ewma_acc_dec_over_2_5,ewma_acc_dec_over_2_5_28d_avg,ewma_acc_dec_over_2_5_delta_pct,ewma_high_hr_seconds,ewma_high_hr_seconds_28d_avg,ewma_high_hr_seconds_delta_pct,top_speed_max,readiness_flag,load_spike_flag,load_spike_penalty,readiness_penalty,recovery_penalty,injury_risk_score,injury_risk_flag,recovery_score_next_day,recovery_score_flag,recovery_class_predicted,total_distance_next_day,total_distance_+2_days,predicted_total_distance_next_day,predicted_total_distance_+2_days,week_commencing,season_start,season_week,games_this_week,week_label,ewma_total_distance_28d_ago,ewma_acc_dec_over_2_5_28d_ago,ewma_hsr_distance_28d_ago
2022-12-28,,,1,-4,2022/2023,3601.569057,116.7160245,31.29420048,2.53782338,68.15364383,17.39751962,4.783007219,52.56242221,27.0913,00:05:21,00:16:23,00:16:56,00:05:13,00:00:01,119.25384788000001,321.0,983.0,1016.0,313.0,1.0,314.0,1,,False,0.0,No Data,3400.8827690933003,5711.701323011888,-40.4576224006764,112.21610773388414,250.7973077283977,-55.25625504105922,61.545855119567456,104.07368723474141,-40.863193421072054,307.0797224605691,699.6527708403753,-56.10969680121101,,Ready,0,0.0,0.0,0.0,0.0,Low,,Unknown,,0.0,4276.85189,,,2022-12-26,2022-08-01,22,2,Wk 22 (2 Games),6161.830109204257,108.98941378048728,292.52540838526244
2022-12-29,,,2,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,,False,0.0,No Data,2550.6620768199755,5605.7962660714165,-54.49955803321589,84.16208080041311,242.56878052612862,-65.30382820993425,46.159391339675594,102.40511999721677,-54.92472315746504,230.30979184542682,682.0788638445672,-66.23414035331989,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,4276.85189,2389.67961,,,2022-12-26,2022-08-01,22,2,Wk 22 (2 Games),5516.003671153192,92.87927399036546,314.56084246394687
2022-12-30,,,3,-2,2022/2023,4276.85189,149.3296931,83.43226031,8.429963032,52.06280201,18.73273546,4.036614911,65.96948303,27.7803,00:06:43,00:21:37,00:16:05,00:05:26,00:00:01,157.75965613199998,403.0,1297.0,965.0,326.0,1.0,327.0,-2,,False,0.0,No Data,2982.2095301149816,5482.326115017847,-45.60320806261863,100.45398387530983,234.0430883038911,-57.07885047864508,47.63524400725669,100.0573292941626,-52.39204929484785,254.4823438840701,663.193076454854,-61.62771402192199,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,2389.67961,3126.246897,,,2022-12-26,2022-08-01,22,2,Wk 22 (2 Games),6439.373759614893,113.3733836927741,339.1733660979602
2022-12-31,,,4,-1,2022/2023,2389.67961,74.09885041,27.40150152,12.05979269,49.94458202,14.33795501,4.351721686,60.02116871,27.5125,00:07:33,00:14:40,00:10:07,00:02:51,00:00:03,86.15864309999999,453.0,880.0,607.0,171.0,3.0,174.0,-1,,False,0.0,No Data,2834.0770500862363,5329.384383263387,-46.821680586851905,93.86520050898237,223.4730833319451,-57.99708890687485,48.21257851044251,97.28631918580051,-50.442591605953766,234.36175791305257,641.5198073411404,-63.467728473670306,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,3126.246897,4844.862033,,,2022-12-26,2022-08-01,22,2,Wk 22 (2 Games),7116.44553921117,125.80086154458057,389.82533972347017
2023-01-01,NFO,Nottingham Forest,0,0,2022/2023,3126.246897,133.7028231,171.4029627,134.3910171,50.60925681,9.573000783,0.818444588,51.24149011,30.840875,00:08:50,00:13:56,00:10:47,00:01:54,00:00:00,268.0938402,530.0,836.0,647.0,114.0,0.0,114.0,0,,False,0.0,No Data,2907.119511814677,5190.59342751004,-43.99254049822121,103.82460615673678,214.42651313423562,-51.580331816644176,48.811748085331885,94.50134253497538,-48.34809032764118,204.27131843478944,613.8094983629982,-66.72073029505543,,Ready,0,0.0,0.0,0.0,0.0,Low,,Unknown,,4844.862033,2574.957022,,,2022-12-26,2022-08-01,22,2,Wk 22 (2 Games),6793.266272908378,126.79109430843542,357.1285716926026
2023-01-02,,,1,-3,2022/2023,4844.862033,317.6494625,168.2884152,24.75516518,142.2538053,37.00933832,8.4174343,69.07048469,28.36658,00:02:50,00:11:20,00:19:22,00:23:07,00:00:52,342.40462768000003,170.0,680.0,1162.0,1387.0,52.0,1439.0,1,,False,0.0,No Data,3391.5551421110076,5045.277387436101,-32.777627835552536,157.28082024255258,208.3691333297035,-24.51817707871042,72.17226238899892,91.86681690310654,-21.438159259267465,512.9534888260921,595.9017666293915,-13.919790550795156,,Ready,0,0.0,0.0,0.0,0.0,Low,,Unknown,,2574.957022,3482.568082,,,2023-01-02,2022-08-01,23,2,Wk 23 (2 Games),7460.404264181283,145.93898008132658,326.8874547694519
2023-01-03,,,2,-2,2022/2023,2574.957022,53.4304157,19.1210031,13.14432918,54.67633012,10.37014365,0.981276696,50.64899857,29.8149,00:05:22,00:16:27,00:11:19,00:02:32,00:00:01,66.57474488,322.0,987.0,679.0,152.0,1.0,153.0,-2,,False,0.0,No Data,3187.405612083256,4894.765887952076,-34.88134703380397,131.31821910691443,201.3710259343401,-34.78792765860338,67.79827932174919,89.16036130974062,-23.959169382210273,422.9651166195691,574.3906106863294,-26.362808035079933,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,3482.568082,3661.730908,,,2023-01-02,2022-08-01,23,2,Wk 23 (2 Games),7401.7275976359615,143.57903593599494,327.26522617708895
2023-01-04,,,3,-1,2022/2023,3482.568082,169.9816185,55.213513,21.07840532,71.21126201,24.43649195,7.58733786,67.09755225,29.2148,00:07:59,00:20:25,00:18:11,00:03:59,00:00:00,191.06002382,479.0,1225.0,1091.0,239.0,0.0,239.0,-1,,False,0.0,No Data,3261.196229562442,4727.504657214057,-31.016541155894245,140.98406895518582,194.11444687531758,-27.370645912953684,68.65152499381189,86.30365664426975,-20.45351533970015,376.9738374646768,547.5965294433184,-31.158468471685723,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,3661.730908,4009.743596,,,2023-01-02,2022-08-01,23,2,Wk 23 (2 Games),7944.510690226972,148.6392556269962,344.1682826078167
2023-01-05,MCI,Manchester City,0,0,2022/2023,3661.730908,175.0792352,120.0002035,60.55892184,39.73671124,19.15795013,7.250276845,59.19899859,30.88657917,00:04:20,00:11:56,00:11:04,00:06:26,00:00:01,235.63815704,260.0,716.0,664.0,386.0,1.0,387.0,0,,False,0.0,No Data,3361.3298991718316,4523.9056385176855,-25.69849665844901,149.50786051638937,184.91183493372927,-19.146408032794852,61.422821555358915,82.6413581964166,-25.67544520580948,379.48037809850763,520.2956113682031,-27.064466851718894,,Ready,0,0.0,0.0,0.0,0.0,Low,,Unknown,,4009.743596,3183.327653,,,2023-01-02,2022-08-01,23,2,Wk 23 (2 Games),9062.102422670228,163.96717809524716,407.1809948808625
2023-01-06,,,1,-2,2022/2023,4009.743596,162.450508,68.05579671,20.42366337,85.18680812,25.00955709,4.329376225,46.53329722,28.99535,00:03:33,00:05:30,00:12:24,00:03:50,00:00:03,182.87417137,213.0,330.0,744.0,230.0,3.0,233.0,1,,False,0.0,No Data,3523.433323378874,4349.42534016505,-18.99083102216975,152.74352238729205,173.9573356614666,-12.194836850949562,67.36381819651919,79.63824656963389,-15.41273056832337,342.86028357388074,496.3913513832952,-30.92944052743244,,Ready,0,0.0,0.0,0.0,0.0,Low,,Unknown,,3183.327653,6045.131801,,,2023-01-02,2022-08-01,23,2,Wk 23 (2 Games),8408.881677252672,151.45094374643537,459.46950201064686
2023-01-07,,,2,-1,2022/2023,3183.327653,128.6700989,19.98492384,0.0,47.8797866,16.12419969,6.942228139,71.17204692,25.77875,00:10:54,00:18:22,00:09:18,00:03:33,00:00:04,128.6700989,654.0,1102.0,558.0,213.0,4.0,217.0,-1,,False,0.0,No Data,3438.4069057841552,4216.67724530236,-18.456957795032707,146.72516651546903,165.72639065726958,-11.465418432418543,62.4928102973894,77.22732383704684,-19.079404552134857,311.39521268041057,477.88279925175715,-34.83858109813197,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,6045.131801,1911.770537,,,2023-01-02,2022-08-01,23,2,Wk 23 (2 Games),7155.353561939504,129.99864680982654,377.19162663298516
2023-01-08,MCI,Manchester City,0,0,2022/2023,6045.131801,491.6534383,165.6772734,38.8042936,146.6951273,49.4854782,21.19592043,42.10101946,30.35953333,00:01:13,00:01:10,00:19:38,00:22:59,00:00:41,530.4577319,73.0,70.0,1178.0,1379.0,41.0,1420.0,0,,False,0.0,No Data,4090.0881295881163,4136.437995512483,-1.1205260655339375,232.9572344616018,161.97104354519325,43.826470066917814,83.54338954804206,76.601360236178,9.06254052207472,588.546409510308,475.679956581675,23.727393043783547,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,1911.770537,3120.471743,,,2023-01-02,2022-08-01,23,2,Wk 23 (2 Games),6336.787123704628,101.07037037236991,338.10695359973886
2023-01-09,,,1,-3,2022/2023,1911.770537,294.6954488,130.497264,31.31705247,32.01223989,8.053591404,4.611047385,8.744194019,28.28710333,00:01:14,00:00:54,00:02:52,00:01:27,00:00:00,326.01250127000003,74.0,54.0,172.0,87.0,0.0,87.0,1,,False,0.0,No Data,3545.5087314410875,4073.3857361432915,-12.959170549902337,248.39178804620136,161.35575810801103,53.94045490457717,70.66060213353154,75.71536190990136,-6.676002925779854,463.159807132731,472.93853886482776,-2.067653813023616,,Ready,1,0.0,0.0,0.0,0.0,Low,,Unknown,,3120.471743,3566.641256,,,2023-01-09,2022-08-01,24,2,Wk 24 (2 Games),5310.971993778471,95.46855526927743,265.61978028730414
2023-01-10,,,2,-2,2022/2023,3120.471743,19.39343889,0.0,0.0,59.31373562,15.60627696,4.899907938,62.18324438,22.8512,00:09:12,00:22:32,00:13:30,00:06:45,00:00:02,19.39343889,552.0,1352.0,810.0,405.0,2.0,407.0,-2,,False,0.0,No Data,3439.2494843308154,4012.5121074646113,-14.28687584686252,191.14220075715102,159.30496770324933,19.985084905329227,67.82388550514865,74.7214937931403,-9.231089928537898,449.11985534954823,469.33783272004933,-4.307766380845058,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,3566.641256,8680.900594,,,2023-01-09,2022-08-01,24,2,Wk 24 (2 Games),5143.711087333853,95.65219277445807,248.5643320904781
2023-01-11,,,3,-1,2022/2023,3566.641256,166.0491593,70.90289828,23.85009103,62.00562935,18.37936721,6.706175562,91.98755187,29.2773,00:23:09,00:33:37,00:13:25,00:06:01,00:00:02,189.89925033000003,1389.0,2017.0,805.0,361.0,2.0,363.0,-1,,False,0.0,No Data,3471.0974272481117,3937.979692000244,-11.855882997583103,184.86894039286327,157.98768783539236,17.014776863801263,66.36932146636148,73.6361372381588,-9.868545586923581,427.58989151216116,461.85158882575126,-7.418334837972476,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,8680.900594,3628.521222,,,2023-01-09,2022-08-01,24,2,Wk 24 (2 Games),5558.00506025039,96.75930500584356,221.7527766928586
2023-01-12,FUL,Fulham,0,0,2022/2023,8680.900594,855.4756051,415.6823991,167.6941495,204.1548615,81.01273956,27.80832021,66.81442597,31.38630333,00:03:02,00:09:50,00:11:28,00:20:33,00:00:42,1023.1697546,182.0,590.0,688.0,1233.0,42.0,1275.0,0,,False,0.0,No Data,4773.548218936085,3942.6763655537547,21.073803080604428,352.5206065696475,162.67008431128536,116.70893456664369,100.8157064747711,74.17965301942267,35.9074926494658,639.4424186341209,466.2101201907421,37.15755856447384,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,3628.521222,2893.934339,,,2023-01-09,2022-08-01,24,2,Wk 24 (2 Games),4642.041359437792,85.59726459938267,221.41350524464394
2023-01-13,,,1,-2,2022/2023,3628.521222,184.5629876,41.60379554,13.22207388,85.84567066,17.58565332,2.969116682,47.40994571,28.9684,00:04:46,00:15:41,00:13:45,00:04:48,00:00:01,197.78506148000002,286.0,941.0,825.0,288.0,1.0,289.0,1,,False,0.0,No Data,4487.291469702063,3916.214722468888,14.582365567359728,310.53120182723563,165.4713374324908,87.66464733140054,97.07319752107833,74.37292882912058,30.522219642733095,551.8318139755906,467.1040187144851,18.13895660634317,,Ready,1,0.0,0.0,0.0,0.0,Low,,Unknown,,2893.934339,5483.738794,,,2023-01-09,2022-08-01,24,2,Wk 24 (2 Games),5228.217476078344,91.661474849537,232.09611443348297
2023-01-14,,,2,-1,2022/2023,2893.934339,110.0334158,2.498727947,0.591794863,63.48998918,18.72369643,5.780354421,65.08840885,24.2047,00:09:43,00:22:30,00:15:34,00:06:01,00:00:00,110.625210663,583.0,1350.0,934.0,361.0,0.0,361.0,-1,,False,0.0,No Data,4088.952187026547,3848.245246298094,6.254979226181242,260.4067553204267,165.4587752832163,57.38467474734274,88.67739543580875,73.56279411567971,20.546529671454397,504.123860481693,458.02444260729237,10.064837940084784,,Monitor,1,1.0,0.5,0.0,0.55,Moderate,,Unknown,,5483.738794,5671.947,,,2023-01-09,2022-08-01,24,2,Wk 24 (2 Games),5992.097519808758,111.36116741215275,260.7584955001122
2023-01-15,CRY,Crystal Palace,0,0,2022/2023,5483.738794,424.2861977,196.8008006,73.29088345,104.3306476,42.49885257,17.21663947,34.19470385,29.90048214,00:01:05,00:00:37,00:06:48,00:03:57,00:00:05,497.57708115,65.0,37.0,408.0,237.0,5.0,242.0,0,,False,0.0,No Data,4437.64883876991,3807.621294777142,16.54648651264157,301.37661591532003,169.15472312357295,78.16624351372958,92.59070847685656,72.95822608506336,26.909210167614717,438.5928953612697,446.3397605268979,-1.7356430797209597,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,5671.947,2743.606136,,,2023-01-09,2022-08-01,24,2,Wk 24 (2 Games),5575.119481356569,109.51861333411456,197.89007638533414
2023-01-16,,,1,-5,2022/2023,5671.947,256.6642835,43.4708756,27.35010852,161.9994015,64.31418147,17.26368815,75.05358759,29.82946667,00:01:49,00:10:56,00:19:58,00:24:11,00:00:39,284.01439202,109.0,656.0,1198.0,1451.0,39.0,1490.0,1,,False,0.0,No Data,4746.223379077433,3792.481806314999,25.148217485824816,290.19853281149005,173.93637510428684,66.84177339989755,109.94288173264243,73.21892267290467,50.15637723023724,701.4446715209523,445.06732039517345,57.6041734311435,,Ready,1,0.0,0.0,0.0,0.0,Low,,Unknown,,2743.606136,4432.248355,,,2023-01-16,2022-08-01,25,1,Wk 25 (1 Games),5170.1290560174275,102.64337727308592,156.3122773515006
2023-01-17,,,2,-4,2022/2023,2743.606136,41.26290511,21.85982694,4.956303156,39.53761903,10.93309641,2.782674756,48.75555669,27.5103,00:04:10,00:15:25,00:10:08,00:01:17,00:00:01,46.219208265999995,250.0,925.0,608.0,77.0,1.0,78.0,-4,,False,0.0,No Data,4245.569068308074,3748.601783870178,13.257404042656418,227.96462588611755,174.6875448327687,30.498500110212134,92.34156605698183,72.71697208816065,26.987639068673968,545.5835036407142,434.78263315352297,25.484198778488725,,Reduced,1,1.0,1.0,0.0,0.7,Moderate,,Unknown,,4432.248355,3998.551806,,,2023-01-16,2022-08-01,25,1,Wk 25 (1 Games),5474.2096967630705,106.39618242981444,206.93187348862546
2023-01-18,,,3,-3,2022/2023,4432.248355,176.3603951,78.77571085,33.04812659,72.79953625,18.85168823,2.835782827,75.47032149,29.7203,00:08:07,00:21:37,00:15:48,00:05:01,00:00:00,209.40852169000001,487.0,1297.0,948.0,301.0,0.0,301.0,-3,,False,0.0,No Data,4292.238889981056,3755.265413063348,14.299215044820833,215.06356818958815,176.82556851395154,21.624700543586624,87.45605860523638,72.99050500897762,19.818404591774694,484.4376277305356,429.7566177222851,12.723715645860315,,Monitor,1,1.0,0.5,0.0,0.55,Moderate,,Unknown,,3998.551806,3388.641987,,,2023-01-16,2022-08-01,25,1,Wk 25 (1 Games),4105.657272572303,79.79713682236084,155.1989051164691
2023-01-19,,,4,-2,2022/2023,3998.551806,107.004717,44.56407272,34.2700779,81.98588986,28.17633766,4.904610681,79.09045244,32.937,00:10:26,00:23:56,00:17:31,00:07:39,00:00:07,141.2747949,626.0,1436.0,1051.0,459.0,7.0,466.0,-2,,False,0.0,No Data,4218.817118985792,3751.1171481457254,12.468284843390268,188.04885539219111,177.5996147301958,5.883594217177491,86.08851641892728,73.32846063967965,17.401232301804097,479.82822079790174,424.86210614885664,12.937401065791196,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,3388.641987,7244.526599,,,2023-01-16,2022-08-01,25,1,Wk 25 (1 Games),4334.968536679227,76.62575875927064,166.37556133735183
2023-01-20,,,5,-1,2022/2023,3388.641987,105.8726016,25.78605435,0.0,57.48586173,16.40841865,4.654653427,70.59387717,26.1703,00:12:18,00:23:35,00:12:25,00:03:07,00:00:03,105.8726016,738.0,1415.0,745.0,187.0,3.0,190.0,-1,,False,0.0,No Data,4011.2733359893436,3711.8527768682225,8.066606547195802,167.50479194414334,177.62560185755757,-5.697832861689818,78.93785274669547,72.8338378656526,8.380740408465332,407.3711655984263,419.36086532592816,-2.8590411549688755,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,7244.526599,4205.672128,,,2023-01-16,2022-08-01,25,1,Wk 25 (1 Games),5110.67573175942,92.78729041945297,166.77715237801385
2023-01-21,LIV,Liverpool,0,0,2022/2023,7244.526599,368.7937395,173.2242021,47.19486889,186.8559287,70.80359708,26.53412683,92.87083453,30.50806,00:04:27,00:17:50,00:22:46,00:18:00,00:00:11,415.98860839,267.0,1070.0,1366.0,1080.0,11.0,1091.0,0,,False,0.0,No Data,4819.586651742008,3713.2755800618806,29.79340067352855,217.8270288331075,180.75405861897178,20.510173048056014,105.9173717350216,73.69689113611444,43.72027110261348,578.2783741988197,423.1545775658747,36.65889602926393,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,4205.672128,5365.722488,,,2023-01-16,2022-08-01,25,1,Wk 25 (1 Games),4779.748162319565,81.75188016208973,130.23023951351038
2023-01-22,,,1,-10,2022/2023,4205.672128,131.318191,34.43678754,0.0,107.3978473,28.6892932,9.883468157,61.394232,26.0071,00:02:42,00:15:34,00:19:52,00:14:37,00:00:04,131.318191,162.0,934.0,1192.0,877.0,4.0,881.0,1,,False,0.0,No Data,4666.108020806507,3751.893326457125,24.36675605627267,196.1998193748306,184.27288503824667,6.472430457746646,106.28749062626619,75.30309043985369,41.14625310253429,653.9587806491148,433.86593317440605,50.728308135277246,,Ready,1,0.0,0.0,0.0,0.0,Low,,Unknown,,5365.722488,0.0,,,2023-01-16,2022-08-01,25,1,Wk 25 (1 Games),3584.811121739674,61.313910121567304,97.6726796351328
2023-01-23,,,2,-10,2022/2023,5365.722488,202.1125414,75.96416324,30.19489273,73.44073824,26.60689729,6.052785755,93.19678804,29.8191,00:18:52,00:29:15,00:15:11,00:03:07,00:00:01,232.30743413,1132.0,1755.0,911.0,187.0,1.0,188.0,2,,False,0.0,No Data,4841.01163760488,3798.0884992624865,27.459158430481768,197.67799988112296,188.08851206716713,5.098391022696476,98.07580252969964,76.57897641828312,28.071446129024242,537.4690854868361,440.4530213093759,22.026427220104303,,Ready,1,0.5,0.0,0.0,0.2,Moderate,,Unknown,,0.0,5140.230552,,,2023-01-23,2022-08-01,26,0,Wk 26 (0 Games),3547.5467990547554,62.35099513367548,90.8404430713496
2023-01-24,,,3,-10,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,No Data,3630.75872820366,3808.6874774200796,-4.67165526894174,148.2584999108422,189.4293107968932,-21.734129059992455,73.55685189727473,77.0866047402302,-4.578944493469637,403.10181411512707,443.96476598203196,-9.204097937032843,,Ready,0,0.0,0.0,0.0,0.0,Low,,Unknown,,5140.230552,6717.393281,,,2023-01-23,2022-08-01,26,0,Wk 26 (0 Games),3333.987339791067,59.34325888275661,110.7161354785122
2023-01-25,,,4,-9,2022/2023,5140.230552,10.61691055,38.74683937,4.803088703,66.23241455,14.04445358,1.940305496,69.84218007,27.5488,00:09:35,00:20:53,00:16:28,00:03:11,00:00:01,15.419999253,575.0,1253.0,988.0,191.0,1.0,192.0,,,False,0.0,No Data,4008.126684152745,3830.374760100774,4.640588328419709,113.84810257063165,189.48759632677707,-39.9179129517812,71.72574256045604,77.45017214883335,-7.3911128013723,350.3263605863453,445.50928877223834,-21.36497051457759,,Ready,0,0.0,0.0,0.0,0.0,Low,,Unknown,,6717.393281,4155.708703,,,2023-01-23,2022-08-01,26,0,Wk 26 (0 Games),3400.8827690933003,61.545855119567456,112.21610773388414
2023-01-26,,,5,-8,2022/2023,6717.393281,617.5012421,366.4297293,140.8263892,126.2569595,31.51400763,6.668424885,81.93605049,31.38782143,00:03:31,00:18:11,00:33:19,00:13:23,00:00:29,758.3276313,211.0,1091.0,1999.0,803.0,29.0,832.0,,,False,0.0,No Data,4685.443333364558,3906.6169478345096,19.936082700961062,239.76138745297374,195.04471442151137,22.9263700706214,85.35854679534202,78.85014198653573,8.25414469122662,470.74477043975895,454.0962522934644,3.66629719188594,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,4155.708703,0.0,,,2023-01-23,2022-08-01,26,0,Wk 26 (0 Games),2550.6620768199755,46.159391339675594,84.16208080041311
2023-01-27,,,6,-7,2022/2023,4155.708703,170.1778753,39.9537246,0.0,59.04409003,16.45664869,2.078108808,79.38636378,26.3408,00:15:42,00:28:53,00:13:37,00:02:46,00:00:00,170.1778753,942.0,1733.0,817.0,166.0,0.0,166.0,,,False,0.0,No Data,4553.009675773419,3962.7169530365964,14.896161641938278,222.3655094147303,199.3986974764907,11.518035086938024,78.77993260400652,79.96245229356252,-1.478843701809784,394.5585778298192,459.098974934384,-14.05805733149134,,Ready,0,0.0,0.0,0.0,0.0,Low,,Unknown,,0.0,4476.817709,,,2023-01-23,2022-08-01,26,0,Wk 26 (0 Games),2982.2095301149816,47.63524400725669,100.45398387530983
2023-01-28,,,7,-6,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,,False,0.0,No Data,3414.7572568300643,3983.4555318488756,-14.276506175904426,166.77413206104774,202.00258788906444,-17.439606193245126,59.08494945300489,80.3507512557969,-26.46621403089593,295.91893337236445,461.29744548650234,-35.850732262287565,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,4476.817709,6051.793138,,,2023-01-23,2022-08-01,26,0,Wk 26 (0 Games),2834.0770500862363,48.21257851044251,93.86520050898237
2023-01-29,,,8,-5,2022/2023,4476.817709,235.7047996,15.52240488,3.609058937,69.44216179,16.34557861,3.590638118,67.20718649,27.2556,00:09:37,00:19:23,00:17:23,00:03:02,00:00:01,239.313858537,577.0,1163.0,1043.0,182.0,1.0,183.0,-5,,False,0.0,No Data,3680.2723698725486,4011.068133922371,-8.247074170897758,184.00679894578582,204.86623763153048,-10.181979679473665,61.674252537253665,80.8101264147941,-23.6800444777391,267.68920002927337,463.56236982916244,-42.253897759663836,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,6051.793138,0.0,,,2023-01-23,2022-08-01,26,0,Wk 26 (0 Games),2907.119511814677,48.811748085331885,103.82460615673678
2023-01-30,,,9,-4,2022/2023,6051.793138,182.8958307,89.84919636,41.80794107,135.1645438,30.60873091,6.351576957,86.71543126,30.2783,00:07:45,00:14:56,00:24:08,00:20:41,00:00:56,224.70377177,465.0,896.0,1448.0,1241.0,56.0,1297.0,-4,,False,0.0,No Data,4273.152561904411,4042.5537560578496,5.704285453248576,183.72905688433937,205.81081751159428,-10.729154518814804,80.04682535294025,81.09136080636344,-1.2880970833840373,525.016900021955,463.99320594330044,13.151850780787436,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,0.0,3778.615001,,,2023-01-30,2022-08-01,27,1,Wk 27 (1 Games),3391.5551421110076,72.17226238899892,157.28082024255258
2023-01-31,,,10,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,,False,0.0,No Data,3204.8644214283086,4043.17728496303,-20.7340120022065,137.79679266325454,206.04219513860644,-33.12205173772421,60.03511901470519,80.81410508111186,-25.712078411993954,393.7626750164663,462.95026160033245,-14.944928715386748,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,3778.615001,2190.219063,,,2023-01-30,2022-08-01,27,1,Wk 27 (1 Games),3187.405612083256,67.79827932174919,131.31821910691443
2023-02-01,,,10,-2,2022/2023,3778.615001,114.9234592,56.9122488,21.38648287,24.79274259,4.468820747,2.569807411,87.88345283,29.0364,00:27:14,00:23:27,00:09:13,00:02:59,00:00:01,136.30994207,1634.0,1407.0,553.0,179.0,1.0,180.0,-2,,False,0.0,No Data,3348.3020663212315,4046.2882077044155,-17.250035231157526,132.0784592974409,205.72413765082985,-35.798268105216614,51.22452490852889,80.19171222092316,-36.12242027279762,340.3220062623497,461.6412676288208,-26.279986187027138,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,2190.219063,4513.413749,,,2023-01-30,2022-08-01,27,1,Wk 27 (1 Games),3261.196229562442,68.65152499381189,140.98406895518582
2023-02-02,,,10,-1,2022/2023,2190.219063,31.34258715,34.01585369,1.522752304,36.01311551,7.075623907,0.830575235,53.67278063,27.1316,00:11:22,00:19:21,00:11:17,00:01:11,00:00:09,32.865339454,682.0,1161.0,677.0,71.0,9.0,80.0,-1,,False,0.0,No Data,3058.7813154909236,4035.482901144383,-24.202842871084552,106.89449126058068,204.2022316059795,-47.652633166693285,47.42167255889667,79.69167118533524,-40.49356494405762,275.24150469676226,457.91845072161556,-39.892899213163375,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,4513.413749,0.0,,,2023-01-30,2022-08-01,27,1,Wk 27 (1 Games),3361.3298991718316,61.422821555358915,149.50786051638937
2023-02-03,FUL,Fulham,0,0,2022/2023,4513.413749,705.189151,363.5398097,161.4742046,177.1189024,74.79167084,27.08250975,24.01872788,31.08898833,00:00:49,00:01:20,00:10:39,00:25:15,00:01:10,866.6633556,49.0,80.0,639.0,1515.0,70.0,1585.0,0,,False,0.0,No Data,3422.4394238681925,4031.875976161859,-15.115458806196191,256.46815619543554,207.90668281341323,23.357341247950178,79.8459800191725,80.13746267900144,-0.3637283363918152,602.6811285225717,467.19776661264024,28.999145884672544,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,0.0,0.0,,,2023-01-30,2022-08-01,27,1,Wk 27 (1 Games),3523.433323378874,67.36381819651919,152.74352238729205
